book,chapter,summary
21,2,"The vanity of human courses in the works of pleasure; Though the wise be better than the fool, yet both have one event; The vanity of human labour, in leaving it they know not to whom; Nothing better than joy in our labour; but that is God�s gift."
21,3,"By the necessary change of times, vanity is added to human travail; There is an excellency in God�s works; But as for man, God shall judge his works hereafter, though here he be like a beast."
21,4,"Vanity is increased unto men by oppression; by envy; by idleness; by covetousness; by solitariness; by wilfulness."
21,5,"Vanities in divine service; in murmuring against oppression; and in riches; Joy in riches is the gift of God."
21,6,"The vanity of riches without use; though a man have many children and a long life; The vanity of sight and wandering desires; The conclusion of vanities."
21,7,"Remedies against vanity are, a good name; mortification; patience; wisdom; The difficulty of wisdom."
21,8,"True wisdom is modest; Kings are to be respected; Divine providence is to be observed; It is better with the godly in adversity, than with the wicked in prosperity; The work of God is unsearchable."
21,9,"Like things happen to good and bad; There is a necessity of death unto men; Comfort is all their portion in this life; God�s providence rules over all; Wisdom is better than strength."
21,10,"Observations of wisdom and folly; of riot; slothfulness; and money; Men�s thoughts of kings ought to be reverent."
21,11,"Directions for charity; Death in life, and the day ofjudgment in the days of youth, are to be thought on."
21,12,"The Creator is to be remembered in due time; The preacher�s care to edify; The fear of God is the chief antidote of vanity."
22,1,"The church�s love unto Christ; She confesses her deformity, and prays to be directed to his flock; Christ directs her to the shepherd�s tents; and shewing his love to her, gives her gracious promises; The church and Christ congratulate one another."
22,2,"The mutual love of Christ and his church; The hope, and calling of the church; Christ�s care of the church; The profession of the church, her faith, and hope."
22,3,"The church�s fight and victory in temptation; The church glories in Christ."
22,4,"Christ sets forth the graces of the church; He shews his love to her; The church prays to be made fit for his presence."
22,5,"Christ awakes the church with his calling; The church having a taste of Christ�s love, is sick of love; A description of Christ by his graces."
22,6,"The church professes her faith in Christ; Christ shews the graces of the church; and his love towards her."
22,7,"A further description of the church�s graces; The church professes her faith and desire."
22,8,"The love of the church to Christ; The vehemency of love; The calling of the Gentiles; The church prays for Christ�s coming."
23,1,"Isaiah complains of Judah for her rebellion; He laments her judgments; He upbraids their whole service; He exhorts to repentance, with promises and threatenings; Bewailing their wickedness, he denounces God�s judgments; He promises grace; and threatens destruction to the wicked."
23,2,"Isaiah prophesies the coming of Christ�s kingdom; Wickedness is the cause of God�s forsaking; He exhorts to fear, because of the powerful effects of God�s majesty."
23,3,"The great calamities which come by sin; The different reward of the righteous and wicked; The oppression and covetousness of the rulers; The judgments which shall be for the pride of the women; The general desolation."
23,4,"In the extremity of evils, Christ�s kingdom shall be a sanctuary."
23,5,"Under the parable of a vineyard, God excuses his severe judgment; His judgments upon covetousness; upon lasciviousness; upon impiety; and upon injustice; the executioners of God�s judgments."
23,6,"Isaiah, in a vision of the Lord in his glory, being terrified, has apprehensions removed; He offers himself, and is sent to shew the obstinacy of the people unto their desolation; A remnant shall be saved."
23,7,"Ahaz, being troubled with fear of Rezin and Pekah, is comforted by Isaiah; Ahaz, having liberty to choose a sign, and refusing it, hath for a sign, Christ promised; His judgment is prophesied to come by Assyria."
23,8,"In Maher-shalal-hash-baz, he prophesies that Syria and Israel shall be subdued by Assyria; Judah likewise for their infidelity; God�s judgments shall be irresistible; Comfort shall be to them that fear God; Great afflictions to idolaters."
23,9,"What joy shall be in the midst of afflictions, by the birth and kingdom of Christ; The judgments upon Israel for their pride, for their hypocrisy, and for their impenitency."
23,10,"The woe of tyrants; Assyria, the rod of hypocrites, for his pride shall be broken; A remnant of Israel shall be saved; Judah is comforted with promise of deliverance from Assyria."
23,11,"The peaceable kingdom of the Branch out of the root of Jesse; The victorious restoration of Israel, and vocation of the Gentiles."
23,12,"A joyful thanksgiving of the faithful for the mercies of God."
23,13,"God musters the armies of his wrath; He threatens to destroy Babylon by the Medes; The desolation of Babylon."
23,14,"God�s merciful restoration of Israel; Their triumphant exultation over Babel; God�s purpose against Assyria; Palestina is threatened."
23,15,"The lamentable state of Moab."
23,16,"Moab is exhorted to yield obedience to the throne of David; Moab is threatened for her pride; The prophet bewails her; The judgment of Moab."
23,17,"Syria and Israel are threatened; A remnant shall forsake idolatry; The rest shall be plagued for their impiety; The woe of Israel�s enemies."
23,18,"God, in care of his people, will destroy the Ethiopians; An accession thereby shall be made to the church."
23,19,"The confusion of Egypt; The foolishness of their princes; The calling of Egypt into the church; The covenant of Egypt, Assyria, and Israel."
23,20,"A type prefiguring the shameful captivity of Egypt and Ethiopia."
23,21,"The prophet, bewailing the captivity of his people, sees in a vision the fall of Babylon by the Medes and Persians; Edom, scorning the prophet, is moved to repentance; The set time of Arabia�s calamity."
23,22,"The prophet laments the invasion of Jewry; He reproves their human wisdom and worldly joy; He prophesies Shebna�s deprivation, and the substitution of Eliakim, prefiguring the kingdom of Christ."
23,23,"The miserable overthrow of Tyre; Her restoration and whoredoms."
23,24,"The doleful judgments of God upon the land; A remnant shall joyfully praise him; God in his judgments shall advance his kingdom."
23,25,"The joy of the righteous on the day of judgment; Moab, Judah’s enemy, symbolises the powers of wickedness."
23,26,"The righteous seek God in their distress. He will rescue them even though they die. The dead will arise. At that time God will punish the wicked and reward the righteous."
23,27,"God’s gathering up of his people at the last day; The LORD will punish Leviathan, the monster serpent of the sea which symbolises Satan"
23,28,"The prophet threatens Ephraim for their pride and drunkenness; The residue shall be advanced in the kingdom of Christ; He rebukes their error; their untowardness to learn; and their security; Christ the sure foundation is promised; Their security shall be tried; They are incited to the consideration of God�s discreet providence."
23,29,"God�s heavy judgment upon Jerusalem; The unsatiableness of her enemies; The senselessness, and deep hypocrisy of the Jews; A promise of sanctification to the godly."
23,30,"The prophet threatens the people for their confidence in Egypt, and contempt of God�s word; God�s mercies towards his church; God�s wrath and the people�s joy, in the destruction of Assyria."
23,31,"The prophet shews the folly and danger of trusting to Egypt, and forsaking God; He exhorts to conversion; He shews the fall of Assyria."
23,32,"The blessings of Christ�s kingdom; Desolation is foreshewn; Restoration is promised to succeed."
23,33,"God�s judgments against the enemies of the church; The consternation of sinners, and privileges of the godly."
23,34,"The judgments wherewith God revenges his church; The desolation of her enemies; The certainty of the prophecy."
23,35,"The joyful flourishing of Christ�s kingdom; The weak are encouraged by the virtues and privileges of the Gospel."
23,36,"Sennacherib invades Judah; Rabshakeh, sent by Sennacherib, by blasphemous persuasions solicits the people to revolt; His words are told to Hezekiah."
23,37,"Hezekiah mourning, sends to Isaiah to pray for them; Isaiah comforts them; Sennacherib, going to encounter Tirhakah, sends a blasphemous letter to Hezekiah; Hezekiah�s prayer; Isaiah�s prophecy of the pride and destruction of Sennacherib, and the good of Zion; An angel slays the Assyrians; Sennacherib is slain at Nineveh by his own sons."
23,38,"Hezekiah, having received a message of death, by prayer has his life lengthened; The sun goes ten degrees backward, for a sign of that promise; His song of thanksgiving."
23,39,"Merodach-baladan, sending to visit Hezekiah because of the wonder, has notice of his treasures; Isaiah, understanding thereof, foretells the Babylonian captivity."
23,40,"The promulgation of the Gospel; The preaching of John Baptist; The preaching of the apostles; The prophet, by the omnipotency of God, and his incomparableness, comforts the people."
23,41,"God expostulates with his people, about his mercies to the church; about his promises; and about the vanity of idols."
23,42,"The office of Christ, graced with meekness and constancy; God�s promise unto him; An exhortation to praise God for his Gospel; God will manifest himself, and check idolatry; He reproves the people of incredulity."
23,43,"The Lord comforts the church with his promises; He appeals to the people for witness of his omnipotency; He foretells them the destruction of Babylon, and his wonderful deliverance of his people; He reproves the people as inexcusable."
23,44,"God comforts the church with his promises; The vanity of idols, and folly of idol makers; He exhorts to praise God for his redemption and omnipotency."
23,45,"God calls Cyrus for his church�s sake; By his omnipotency he challenges obedience; He convinces the idols of vanity by his saving power."
23,46,"The idols of Babylon could not save themselves; God saves his people to the end; Idols are not comparable to God for power, or present salvation."
23,47,"God�s judgment upon Babylon and Chaldea, for their unmercifulness, pride, and overboldness, shall be irresistible."
23,48,"God, to convince the people of their foreknown obstinancy, revealed his prophecies; He saves them for his own sake; He exhorts them to obedience, because of his power and providence; He laments their backwardness; He powerfully delivers his people out of Babylon."
23,49,"Christ being sent to the Jews, complains of them; He is sent to the Gentiles with gracious promises; God�s love is perpetual to his church; The ample restoration of the church; The powerful deliverance out of captivity."
23,50,"Christ shews that the dereliction of the Jews is not to be imputed to him, by his ability to save; by his obedience in that work; and by his confidence in that assistance; An exhortation to trust in God, and not in ourselves."
23,51,"An exhortation, after the pattern of Abraham, to trust in Christ, by reason of his comfortable promises, of his righteous salvation, and man�s mortality; Christ by his sanctified arm defends his from the fear of man; He bewails the afflictions of Jerusalem, and promises deliverance."
23,52,"Christ persuades the church to believe his free redemption, to receive the ministers thereof, to joy in the power thereof, and to free themselves from bondage; Christ�s kingdom shall be exalted."
23,53,"The prophet, complaining of incredulity, excuses the scandal of the cross, by the benefit of his passion, and the good success thereof."
23,54,"The prophet, for the comfort of the Gentiles, prophesies the amplitude of their church; their safety; their certain deliverance out of affliction; their fair edification; and their sure preservation."
23,55,"The prophet, with the promises of Christ, calls to faith, and to repentance; The happy success of them that believe."
23,56,"The prophet exhorts to sanctification; He promises it shall be general, without respect of persons; He inveighs against blind watchmen."
23,57,"The blessed death of the righteous; God reproves the Jews for their whorish idolatry; He gives promises of mercy to the penitent."
23,58,"The prophet, being sent to reprove hypocrisy, shews the difference between a counterfeit fast and a true; He declares what promises are due unto godliness, and to the keeping of the sabbath."
23,59,"The calamities of the Jews not owing to want of saving power in God, but to their own enormous sins; Salvation is only of God; The covenant of the Redeemer."
23,60,"The glory of the church in the abundant access of the Gentiles, and the great blessings after a short affliction."
23,61,"The office of Christ; The forwardness; and blessing of the faithful."
23,62,"The fervent desire of the prophet to confirm the church in God�s promises; The office of the ministers (unto which they are incited) in preaching the Gospel, and preparing the people thereto."
23,63,"Christ shews who he is, what his victory over his enemies, and what his mercy toward his church; In his just wrath he remembers his free mercy; The church, in her prayer, and complaint, professes her faith."
23,64,"The church prays for the illustration of God�s power; Celebrating God�s mercy, it makes confession of their natural corruptions; It complains of their afflictions."
23,65,"The calling of the Gentiles, and the rejection of the Jews, for their incredulity, idolatry, and hypocrisy; A remnant shall be saved; Judgments on the wicked, and blessings on the godly; The blessed state of the new Jerusalem."
23,66,"The glorious God will be served in humble sincerity; He comforts the humble by shewing the confusion of their enemies; with the marvellous growth, and the gracious benefits of the church; God�s severe judgments against the wicked; The Gentiles shall have an holy church; and see the damnation of the wicked."
24,1,"The time, and the calling of Jeremiah; His prophetical visions of an almond rod and a seething pot; His heavy message against Judah; God encourages him with his promise of assistance."
24,2,"God having shewed his former kindness, expostulates with the Jews on their causeless and unexampled revolt; They are the causes of their own calamities; The sins and idolatries of Judah; Her confidence is rejected."
24,3,"God�s great mercy in Judah�s vile whoredom; Judah is worse than Israel; The promises of the gospel to the penitent; Israel reproved, and called by God, makes a solemn confession of their sins."
24,4,"God calls Israel by his promise; He exhorts Judah to repentance by fearful judgments; A grievous lamentation for Judah."
24,5,"The judgments of God upon the Jews, for their perverseness; for their adultery; for their impiety; for their worship of idols; for their contempt of God; and for their great corruption in the civil state; and ecclesiastical."
24,6,"The enemies sent against Judah, encourage themselves; God sets them on work because of their sins; The prophet laments the judgments of God because of their sins; He proclaims God�s wrath; He calls the people to mourn for the judgment on their sins."
24,7,"Jeremiah is sent to call to true repentance, to prevent the Jews� captivity; He rejects their vain confidence, by the example of Shiloh; He threatens them for their idolatry; He rejects the sacrifices of the disobedient; He exhorts to mourn for their abominations in Tophet; and the judgments for the same."
24,8,"The calamity of the Jews, both dead and alive; He upbraids their foolish and shameless impenitency; He shews their grievous judgment; and bewails their desperate estate."
24,9,"Jeremiah laments the Jews for their manifold sins; and for their judgment; Disobedience is the cause of their bitter calamity; He exhorts to mourn for their destruction; and to trust not in themselves, but in God; He threatens both Jews and Gentiles."
24,10,"The unequal comparison of God and idols; The prophet exhorts to flee from the calamity to come; He laments the spoil of the tabernacle by foolish pastors; He makes an humble supplication."
24,11,"Jeremiah proclaims God�s covenant; rebukes the Jews� disobeying thereof; prophesies evils to come upon them; and upon the men of Anathoth, for conspiring to kill him."
24,12,"Jeremiah, complaining of the wicked�s prosperity, by faith sees their ruin; God admonishes him of his brethren�s treachery against him; and laments his heritage; He promises to the penitent return from captivity."
24,13,"By the type of a linen girdle, hidden at Euphrates, God prefigures the destruction of his people; Under the parable of the bottles filled with wine he foretells their drunkenness in misery; He exhorts to prevent their future judgments; He shews their abominations are the cause thereof."
24,14,"The grievous famine, causes Jeremiah to pray; The Lord will not be intreated for the people; Lying prophets are no excuse for them; Jeremiah is moved to complain for them."
24,15,"The utter rejection and manifold judgments of the Jews; Jeremiah, complaining of their spite, receives a promise for himself; and a threatening for them; He prays; and receives a gracious promise."
24,16,"The prophet, under the types of abstaining from marriage, from houses of mourning and feasting, foreshews the utter ruin of the Jews; because they were worse than their fathers; Their return from captivity shall be stranger than their deliverance out of Egypt; God will doubly recompense their idolatry."
24,17,"The captivity of Judah for her sin; Trust in man is cursed; in God is blessed; The deceitful heart cannot deceive God; The salvation of God; The prophet complains of the mockers of his prophecy; He is sent to renew the covenant in hallowing the sabbath."
24,18,"Under the type of a potter is shewn God�s absolute power in disposing of nations; Judgments threatened to Judah for her strange revolt; Jeremiah prays against his conspirators."
24,19,"Under the type of breaking a potter�s vessel, is foreshewn the desolation of the Jews for their sins."
24,20,"Pashur, smiting Jeremiah, receives a new name, and a fearful doom; Jeremiah complains of contempt; of treachery; and of his birth."
24,21,"Zedekiah sends to Jeremiah to enquire the event of Nebuchadnezzar�s war; Jeremiah foretells a hard seige and miserable captivity; He counsels the people to fall to the Chaldeans; and upbraids the King�s house."
24,22,"He exhorts to repentance, with promises and threats; The judgment of Shallum; of Jehoiakim; and of Coniah."
24,23,"He prophesies a restoration of the scattered flock; Christ shall rule and save them; Against false prophets; and mockers of the true prophets."
24,24,"Under the type of good and bad figs, he foreshews the restoration of them that were in captivity; and the desolation of Zedekiah and the rest."
24,25,"Jeremiah, reproving the Jews� disobedience to the prophets, foretells the seventy years� captivity; and after that, the destruction of Babylon; Under the type of a cup of wine he foreshews the destruction of all nations; The howling of the shepherds."
24,26,"Jeremiah by promises and threatenings exhorts to repentance; He is therefore apprehended, and arraigned; His apology; He is quit in judgment, by the example of Micah, and of Urijah, and by the care of Ahikam."
24,27,"Under the type of bonds and yokes he prophesies the subduing of the neighbour kings unto Nebuchadnezzar; He exhorts them to yield, and not to believe the false prophets; The like he does to Zedekiah; He foretells the remnant of the vessels shall be carried to Babylon, and there continue until the day of visitation."
24,28,"Hananiah prophesies falsely the return of the vessels, and of Jeconiah; Jeremiah, wishing it to be true, shews that the event will declare the true prophets; Hananiah breaks Jeremiah�s yoke; Jeremiah tells of an iron yoke; v."
24,29,"Jeremiah sends a letter to the captives in Babylon to be quiet there, and not to believe the dreams of their prophets; and that they shall return with grace after seventy years; He foretells the destruction of the rest for their disobedience; He shews the fearful end of Ahab and Zedekiah, two lying prophets; Shemaiah writes a letter against Jeremiah; Jeremiah foretells his doom."
24,30,"God shews Jeremiah the return of the Jews; After their trouble they shall have deliverance; He comforts Jacob; Their return shall be gracious; Wrath shall fall on the wicked."
24,31,"The restoration of Israel; The publication thereof; Rahel mourning is comforted; Ephraim repenting is brought home again; Christ is promised; His care over the church; His new covenant; The stability, and amplitude of the church."
24,32,"Jeremiah, being imprisoned by Zedekiah for his prophecy, buys Hanameel�s field; Baruch must preserve the evidences, as tokens of the people�s return; v."
24,33,"God promises to the captivity a gracious return; a joyful state; a settled government; Christ the branch of righteousness; a continuance of kingdom and priesthood; and a stability of a blessed seed."
24,34,"Jeremiah prophesies the captivity of Zedekiah and the city; The princes and the people having dismissed their bond-servants, contrary to the covenant of God, re-assume them; Jeremiah, for their disobedience, gives them and Zedekiah into the hands of their enemies."
24,35,"By the obedience of the Rechabites, Jeremiah condemns the disobedience of the Jews; God blesses the Rechabites for their obedience."
24,36,"Jeremiah causes Baruch to write his prophesy, v."
24,37,"The Egyptians having raised the seige of the Chaldeans, king Zedekiah sends to Jeremiah to pray for the people; Jeremiah prophesies the Chaldeans� certain return and victory; He is taken for a fugitive, beaten, and put in prison; He assures Zedekiah of the captivity; Intreating for his liberty, he obtains some favour."
24,38,"Jeremiah, by a false suggestion, is put into the dungeon of Malchiah; Edeb-melech, by suit, gets him some enlargement; Upon secret conference, he counsels the king by yielding to save his life; By the king�s instructions he conceals the conference from the princes."
24,39,"Jerusalem is taken; Zedekiah is made blind and sent to Babylon; The city laid in ruins, and the people captivated; Nebuchadrezzar�s charge for the good usage of Jeremiah; God�s promise to Ebed-melech."
24,40,"Jeremiah, being set free by Nebuzar-adan, goes to Gedaliah; The dispersed Jews repair unto him; Johanan revealing Ishmael�s conspiracy is not believed."
24,41,"Ishmael, treacherously killing Gedaliah and others, purposes with the residue to flee unto the Ammonites; Johanan recovers the captives, and is minded to flee into Egypt."
24,42,"Johanan desires Jeremiah to enquire of God, promising obedience to his will; Jeremiah assures him of safety in Judea; and destruction in Egypt; He reproves their hypocrisy, in enquiring of the Lord that which they mean not to follow."
24,43,"Johanan, discrediting Jeremiah�s prophecy, carries him and the rest into Egypt; Jeremiah prophesies by a type the conquest of Egypt by the Babylonians."
24,44,"Jeremiah expresses the desolation of Judah for their idolatry; He prophesies their destruction, who commit idolatry in Egypt; The obstinacy of the Jews; for which Jeremiah threatens them; and for a sign prophesies the destruction of Egypt."
24,45,"Baruch being dismayed, v."
24,46,"Jeremiah prophesies the overthrow of Pharaoh�s army at Euphrates, and the conquest of Egypt by Nebuchadrezzar; He comforts Jacob in his chastisement."
24,47,"The destruction of the Philistines."
24,48,"The judgment of Moab, for their pride; for their security; for their carnal confidence; and for their contempt of God and his people; The restoration of Moab."
24,49,"The judgment of the Ammonites; Their restoration; The judgment of Edom; of Damascus; of Kedar; of Hazor; and of Elam; The restoration of Elam."
24,50,"The judgment of Babylon and the redemption of Israel."
24,51,"The severe judgment of God against Babylon, in revenge of Israel; Jeremiah delivers the book of this prophecy to Seraiah, to be cast into Euphrates, in token of the perpetual sinking of Babylon."
24,52,"Zedekiah rebels; Jerusalem is besieged and taken; Zedekiah�s sons killed, and his own eyes put out; Nebuzar-adan burns and spoils the city; He carries away the captives; The number of Jews carried captive; Evil-merodach advances Jehoiachin."
25,1,"The miseries of Jerusalem and of the Jews pathetically lamented, with confessions of their sins; The attention and compassion of beholders demanded to this unprecedented case; The justice of God acknowledged, and his mercy supplicated, with prayers against insulting foes."
25,2,"Jeremiah laments the misery of Jerusalem; He complains thereof to God."
25,3,"The prophet bewails his own calamities; By the mercies of God, he nourishes his hope; He acknowledges God�s justice; He prays for deliverance, and vengeance on his enemies."
25,4,"Zion bewails her pitiful estate; She confesses her sins; Edom is threatened and Zion comforted."
25,5,"A pitiful complaint of Zion in prayer unto God."
26,1,"The time of Ezekiel�s prophecy at Chebar; His vision of four cherubims; of the four wheels; and of the glory of God."
26,2,"Ezekiel�s commission; His instruction; The roll of his heavy prophecy."
26,3,"Ezekiel eats the roll; God encourages him; God shews him the rule of prophecy; God shuts and opens the prophet�s mouth."
26,4,"Under the type of a siege is shewn the time from the defection of Jeroboam to the captivity; By the provision of the siege, is shewn the hardness of the famine."
26,5,"Under the type of hair, is shewn the judgment of Jerusalem for their rebellion; by famine, sword, and dispersion."
26,6,"The judgment of Israel for their idolatry; A remnant shall be blessed; The faithful are exhorted to lament their abominations and calamities."
26,7,"The final desolation of Israel; The mournful repentance of them that escape; The enemies defile the sanctuary because of the Israelites� abominations; Under the type of a chain is shewn the miserable captivity of all orders of men."
26,8,"Ezekiel, in a vision of God at Jerusalem, is shewn the image of jealousy; the chambers of imagery; the mourners for Tammuz; the worshippers toward the sun; God�s wrath for their idolatry."
26,9,"A vision, whereby is shewn the preservation of some; and the destruction of the rest; God cannot be intreated for them."
26,10,"The vision of the coals of fire, to be scattered over the city; The vision of the cherubims."
26,11,"The presumption of the princes; Their sin and judgment; Ezekiel complaining, God shews him his purpose in saving a remnant; and punishing the wicked; The glory of God leaves the city; Ezekiel is returned to the captivity."
26,12,"Under the type of Ezekiel�s removing, is shewn the captivity of Zedekiah; Ezekiel�s trembling shews the Jews� desolation; The Jews� presumptuous proverb is reproved; The speediness of the vision."
26,13,"The reproof of lying prophets, and their untempered morter; Of prophetesses and their pillows."
26,14,"God answers idolaters according to their own heart; They are exhorted to repent, for fear of judgments, by means of seduced prophets; God�s irrevocable sentence of famine; of noisome beasts; of the sword; and of pestilence; A remnant shall be reserved for example of others."
26,15,"By the unfitness of the vine branch for any work, is shewn the rejection of Jerusalem."
26,16,"Under the similitude of a wretched infant is shewn the natural state of Jerusalem; God�s extraordinary love towards her; Her monstrous whoredom; Her grievous judgment; Her sin, equal to her mother, and exceeding her sisters, Sodom and Samaria, calls for judgments; Mercy is promised her in the end."
26,17,"Under the parable of two eagles and a vine, is shewn God�s judgment upon Jerusalem for revolting from Babylon to Egypt; God promises to plant the cedar of the Gospel."
26,18,"God defends his justice; and exhorts to repentance."
26,19,"A lamentation for the princes of Israel, under the parable of lion�s whelps taken in a pit; and for Jerusalem, under the parable of a wasted vine."
26,20,"God refuses to be consulted by the elders of Israel; He shews the story of their rebellions in Egypt, in the wilderness, and in the land; He promises to gather them by the Gospel; Under the name of a forest he shews the destruction of Jerusalem."
26,21,"Ezekiel prophesies against Jerusalem with a sign of sighing; The sharp and bright sword; against Jerusalem; against the kingdom; and against the Ammonites."
26,22,"A catalogue of sins in Jerusalem, and the dispersion of the Jews in consequence; God will burn them as dross in his furnace; The general corruption of prophets, priests, princes, and people."
26,23,"The whoredoms of Aholah and Aholibah; Aholibah is to be plagued by her lovers; The prophet reproves the adulteries of them both; and shews their judgments."
26,24,"Under the parable of a boiling pot, is shewn the irrevocable destruction of Jerusalem; By the sign of Ezekiel not mourning for the death of his wife, is shewn the calamity of the Jews to be beyond all sorrow."
26,25,"God�s vengeance, for their insolency against the Jews, upon the Ammonites; upon Moab and Seir; upon Edom; and upon the Philistines."
26,26,"Tyrus, for insulting against Jerusalem, is threatened with destruction; The power of Nebuchadnezzar against her; The mourning and astonishment of the sea at her fall."
26,27,"The riches and commerce of Tyrus; The great and irrecoverable fall thereof."
26,28,"God�s judgment upon the prince of Tyrus for his sacrilegious pride; A lamentation of his great glory corrupted by sin; The judgment of Zidon; The restoration of Israel."
26,29,"The judgment of Pharoh for his treachery to Israel; The desolation of Egypt; The restoration thereof after years; Egypt the reward of Nebuchadnezzar; Israel shall be restored."
26,30,"The desolation of Egypt and her helpers; The arm of Babylon shall be strengthened to break the arm of Egypt."
26,31,"A relation unto Pharaoh, of the glory of Assyria, and the fall thereof for pride; The like destruction of Egypt."
26,32,"A lamentation for the fearful fall of Egypt; The sword of Babylon shall destroy it; It shall be brought down to hell, among all the uncircumcised nations."
26,33,"According to the duty of a watchman in warning the people, Ezekiel is admonished of his duty; God shews the justice of his ways towards the penitent and towards revolters; He maintains his justice; Upon the news of the taking of Jerusalem he prophecies the desolation of the land; God�s judgment upon the mockers of the prophets."
26,34,"A reproof of the shepherds; God�s judgment against them; His providence over his flock; The kingdom of Christ."
26,35,"The judgment of mount Seir for their hatred of Israel, and insulting over their distress."
26,36,"The land of Israel is comforted, both by destruction of the heathen, who spitefully used it, and by the blessings of God promised unto it; Israel was rejected for their sin, and shall be restored without their desert; The blessings of Christ�s kingdom."
26,37,"By the resurrection of dry bones, the dead hope of Israel is revived; By the uniting of two sticks, is shewn the incorporation of Israel into Judah; The promises of Christ�s kingdom."
26,38,"The army, and malice of Gog; God�s judgment against him."
26,39,"God�s judgment upon Gog; Israel�s victory; Gog�s burial in Hamon-gog; The feast of the fowls; Israel having been plagued for their sins, shall be gathered again with eternal favour."
26,40,"The time, manner, and end of the vision of the city and temple; The description of the east gate of the outer court; of the north gate; of the south gate; of the south gate of the inner court; of the east gate; and of the north gate; Eight tables; The chambers; The porch of the house."
26,41,"The measures, parts, chambers, and ornaments of the temple."
26,42,"The chambers for the priests; The use thereof; The measures of the outward court."
26,43,"The returning of the glory of God into the temple; The sin of Israel hindered God�s presence; The prophet exhorts them to repentance, and observation of the law of the house; The measures, and the ordinances of the altar."
26,44,"The east gate assigned only to the prince; The priests reproved for polluting the sanctuary; Idolaters incapable of the priests office; The sons of Zadok are accepted thereto; Ordinances for the priests."
26,45,"The portion of land for the sanctuary; for the city; and for the prince; Ordinances for the prince."
26,46,"Ordinances for the prince in his worship; and for the people; An order for the prince�s inheritance; The courts for boiling and baking."
26,47,"The vision of the holy waters; The virtue of them; The borders of the land; The division of it by lot."
26,48,"The portions of the twelve tribes; of the sanctuary; of the city and suburbs; and of the prince; The portions of the twelve tribes; The dimensions and gates of the city."
27,1,"Jehoiakim�s captivity; Ashpenaz takes Daniel, Hananiah, Mishael, and Azariah; v."
27,2,"Nebuchadnezzar, forgetting his dream, requires it of the Chaldeans, by promises and threatenings; They acknowledging their inability are judged to die; Daniel obtaining some respite finds the dream; He blesses God; He staying the decree is brought to the king; The dream; The interpretation; Daniel�s advancement."
27,3,"Nebuchadnezzar dedicates a golden image in Dura; Shadrach, Meshach, and Abednego are accused for not worshipping the image; They being threatened, make a good confession; They are cast into the furnace, from which God delivers them; Nebuchadnezzar seeing the miracle blesses God, and advances them."
27,4,"Nebuchadnezzar confesses God�s kingdom, makes relation of his dreams, which the magicians could not interpret; Daniel hears the dream; He interprets it; The dream fulfilled."
27,5,"Belshazzar�s impious feast; A hand-writing unknown to the magicians, troubles the king; At the commendation of the queen Daniel is brought; He, reproving the king of pride and idolatry, reads and interprets the writing; The monarchy is translated to the Medes."
27,6,"Daniel is made chief of the presidents; They, conspiring against him, obtain an idolatrous decree; Daniel, accused of the breach thereof, is cast into the lion�s den; Daniel is saved; his adversaries devoured; and God magnified by a decree."
27,7,"Daniel�s vision of the four beasts, and of God�s kingdom; The interpretation thereof."
27,8,"Daniel�s vision of the ram and he goat; The two thousand three hundred days of the suspension of the daily sacrifice; Gabriel comforts Daniel, and interprets the vision."
27,9,"Daniel, considering the time of the captivity, makes confession of sins, and prays for the restoration of Jerusalem; Gabriel informs him of the seventy weeks."
27,10,"Daniel, having humbled himself, sees a vision; Being troubled with fear, he is comforted by the angel."
27,11,"The overthrow of Persia by the king of Grecia; Leagues and conflicts between the kings of the south and of the north; The invasion and tyranny of the Romans."
27,12,"Michael shall deliver Israel from their troubles; Daniel is informed of the times."
28,1,"Hosea, to shew God�s judgment for spiritual whoredom, takes Gomer, and has by her Jezreel; Loruhamah; and Lo-ammi; The restoration of Judah and Israel under one head."
28,2,"The idolatry of the people; God�s judgments against them; His promises of reconciliation with them."
28,3,"The Lord�s intended future kindness to Israel, not withstanding their wickedness, illustrated by the emblem of Hosea�s conduct towards his adulterous wife; The desolation of Israel before their restoration."
28,4,"God denounces judgments on Israel, for their aggravated impieties and iniquities; He exposes the ignorance and wickedness of the priests, and profligacy of the people, he will leave their wives and daughters to commit lewdness, without present punishment; He warns Judah, not to imitate Israel�s crimes, which are still further reproved."
28,5,"The judgments of God are denounced against the priests, people, and princes, both of Israel and Judah, for their manifold sins; An intimation is given of mercy on their repentance."
28,6,"Exhortations to repent and hope in God; A lamentation over those who had sinned after conviction; Reproofs of obstinate sinners, and threatenings against them."
28,7,"A reproof of manifold sins; God�s wrath against them for their hypocrisy."
28,8,"Destruction is threatened both to Israel and Judah for their impiety and idolatry."
28,9,"The distress and captivity of Israel for their sins."
28,10,"Israel is reproved and threatened for their impiety and idolatry, and exhorted to repentance."
28,11,"The ingratitude of Israel unto God for his benefits; His judgment; God�s mercy toward them; Israel�s falsehood and Judah�s fidelity."
28,12,"A reproof of Ephraim, Judah, and Jacob; By former favours he exhorts to repentance; Ephraim�s sins provoke God."
28,13,"Ephraim�s glory vanishes; God�s anger; God�s mercy; The judgment of Samaria."
28,14,"An exhortation to repentance; A promise of God�s blessing."
29,1,"Joel, declaring sundry judgments of God, exhorts to observe them, v."
